ISM Controls,,,,,,,,,,,,,,,Scoping Considerations,,,Provider Responsibilities,,,Consumer Responsibilities,,,
Guideline,Section,Topic,Identifier,Revision,Updated,NC,OS,P,S,TS,ML1,ML2,ML3,Description,"Administration
Environment","Cloud Production -
Common Controls ","Cloud Production -
Service Specific","Provider
Responsibility","Implementation
Status","Implementation
Comments","Consumer
Responsibility","Consumer Implementation
Required","Consumer Configuration
Required","Consumer
Guidance"
Guidelines for networking,Wireless networks,Public wireless networks,ISM-0536,7,Mar-22,Yes,Yes,Yes,Yes,Yes,No,No,No,Public wireless networks provided for general public use are segregated from all other organisation networks.,Applicable where administrative endpoints have Wi-Fi connectivity,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Wireless networks,Administrative interfaces for wireless access points,ISM-1315,2,Sep-18,Yes,Yes,Yes,Yes,Yes,No,No,No,The administrative interface on wireless access points is disabled for wireless network connections.,Applicable where administrative endpoints have Wi-Fi connectivity,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Wireless networks,Default settings,ISM-1710,2,Dec-23,Yes,Yes,Yes,Yes,Yes,No,No,No,Settings for wireless access points are hardened.,Applicable where administrative endpoints have Wi-Fi connectivity,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Wireless networks,Default settings,ISM-1316,3,Mar-22,Yes,Yes,Yes,Yes,Yes,No,No,No,Default SSIDs of wireless access points are changed.,Applicable where administrative endpoints have Wi-Fi connectivity,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Wireless networks,Default settings,ISM-1317,3,Mar-22,Yes,Yes,Yes,Yes,Yes,No,No,No,"SSIDs of non-public wireless networks are not readily associated with an organisation, the location of their premises or the functionality of wireless networks.",Applicable where administrative endpoints have Wi-Fi connectivity,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Wireless networks,Default settings,ISM-1318,3,Mar-22,Yes,Yes,Yes,Yes,Yes,No,No,No,SSID broadcasting is not disabled on wireless access points.,Applicable where administrative endpoints have Wi-Fi connectivity,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Wireless networks,Media Access Control address filtering,ISM-1320,2,Sep-18,Yes,Yes,Yes,Yes,Yes,No,No,No,MAC address filtering is not used to restrict which devices can connect to wireless networks.,Applicable where administrative endpoints have Wi-Fi connectivity,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Wireless networks,Static addressing,ISM-1319,2,Sep-18,Yes,Yes,Yes,Yes,Yes,No,No,No,Static addressing is not used for assigning IP addresses on wireless networks.,Applicable where administrative endpoints have Wi-Fi connectivity,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Wireless networks,Confidentiality and integrity of wireless network traffic,ISM-1332,3,Sep-21,Yes,Yes,Yes,Yes,Yes,No,No,No,WPA3-Enterprise 192-bit mode is used to protect the confidentiality and integrity of all wireless network traffic.,Applicable where administrative endpoints have Wi-Fi connectivity,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Wireless networks,802.1X authentication,ISM-1321,2,Sep-21,Yes,Yes,Yes,Yes,Yes,No,No,No,"802.1X authentication with EAP-TLS, using X.509 certificates, is used for mutual authentication; with all other EAP methods disabled on supplicants and authentication servers.",Applicable where administrative endpoints have Wi-Fi connectivity,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Wireless networks,802.1X authentication,ISM-1711,0,Sep-21,Yes,Yes,Yes,Yes,Yes,No,No,No,User identity confidentiality is used if available with EAP-TLS implementations.,Applicable where administrative endpoints have Wi-Fi connectivity,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Wireless networks,Evaluation of 802.1X authentication implementation,ISM-1322,4,Sep-21,Yes,Yes,Yes,Yes,Yes,No,No,No,"Evaluated supplicants, authenticators, wireless access points and authentication servers are used in wireless networks.",Applicable where administrative endpoints have Wi-Fi connectivity,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Wireless networks,Generating and issuing certificates for authentication,ISM-1324,4,Mar-22,Yes,Yes,Yes,Yes,Yes,No,No,No,Certificates are generated using an evaluated certificate authority or hardware security module.,Applicable where administrative endpoints have Wi-Fi connectivity,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Wireless networks,Generating and issuing certificates for authentication,ISM-1323,4,Jun-24,Yes,Yes,Yes,Yes,Yes,No,No,No,Certificates are required for devices and users accessing wireless networks.,Applicable where administrative endpoints have Wi-Fi connectivity,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Wireless networks,Generating and issuing certificates for authentication,ISM-1327,3,Jun-24,Yes,Yes,Yes,Yes,Yes,No,No,No,"Certificates are protected by logical and physical access controls, encryption, and user authentication.",Applicable where administrative endpoints have Wi-Fi connectivity,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Wireless networks,Caching 802.1X authentication outcomes,ISM-1330,1,Sep-18,Yes,Yes,Yes,Yes,Yes,No,No,No,The PMK caching period is not set to greater than 1440 minutes (24 hours).,Applicable where administrative endpoints have Wi-Fi connectivity,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Wireless networks,Fast Basic Service Set Transition,ISM-1712,1,Mar-22,Yes,Yes,Yes,Yes,Yes,No,No,No,The use of FT (802.11r) is disabled unless authenticator-to-authenticator communications are secured by an ASD-Approved Cryptographic Protocol.,Applicable where administrative endpoints have Wi-Fi connectivity,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Wireless networks,Remote Authentication Dial-In User Service authentication,ISM-1454,2,Sep-21,Yes,Yes,Yes,Yes,Yes,No,No,No,Communications between authenticators and a RADIUS server are encapsulated with an additional layer of encryption using RADIUS over Internet Protocol Security or RADIUS over Transport Layer Security.,Applicable where administrative endpoints have Wi-Fi connectivity,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Wireless networks,Interference between wireless networks,ISM-1334,2,Sep-18,Yes,Yes,Yes,Yes,Yes,No,No,No,Wireless networks implement sufficient frequency separation from other wireless networks.,Applicable where administrative endpoints have Wi-Fi connectivity,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Wireless networks,Protecting management frames on wireless networks,ISM-1335,1,Sep-18,Yes,Yes,Yes,Yes,Yes,No,No,No,Wireless access points enable the use of the 802.11w amendment to protect management frames.,Applicable where administrative endpoints have Wi-Fi connectivity,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Wireless networks,Wireless network footprint,ISM-1338,2,Mar-22,Yes,Yes,Yes,Yes,Yes,No,No,No,"Instead of deploying a small number of wireless access points that broadcast on high power, a greater number of wireless access points that use less broadcast power are deployed to achieve the desired footprint for wireless networks.",Applicable where administrative endpoints have Wi-Fi connectivity,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Wireless networks,Wireless network footprint,ISM-1013,6,Dec-21,No,No,No,Yes,Yes,No,No,No,The effective range of wireless communications outside an organisation’s area of control is limited by implementing RF shielding on facilities in which SECRET or TOP SECRET wireless networks are used.,Applicable where administrative endpoints have Wi-Fi connectivity,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,Not applicable as it is assumed there is no Wi-Fi connectivity in the cloud production environment,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Service continuity for online services,Cloud-based hosting of online services,ISM-1437,5,Mar-22,Yes,Yes,Yes,Yes,Yes,No,No,No,Cloud service providers are used for hosting online services.,Not applicable as it is a customer responsibility,Not applicable as it is a customer responsibility,Not applicable as it is a customer responsibility,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Service continuity for online services,Capacity and availability planning and monitoring for online services,ISM-1579,2,Jun-23,Yes,Yes,Yes,Yes,Yes,No,No,No,Cloud service providers’ ability to dynamically scale resources in response to a genuine spike in demand is discussed and verified as part of capacity and availability planning for online services.,Not applicable as the context of the control is availability in cloud infrastructure,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Service continuity for online services,Capacity and availability planning and monitoring for online services,ISM-1580,1,Dec-21,Yes,Yes,Yes,Yes,Yes,No,No,No,"Where a high availability requirement exists for online services, the services are architected to automatically transition between availability zones.",Not applicable as the context of the control is availability in cloud infrastructure,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Service continuity for online services,Capacity and availability planning and monitoring for online services,ISM-1581,3,Jun-23,Yes,Yes,Yes,Yes,Yes,No,No,No,Continuous real-time monitoring of the capacity and availability of online services is performed.,Not applicable as the context of the control is availability in cloud infrastructure,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Service continuity for online services,Using content delivery networks,ISM-1438,2,Dec-21,Yes,Yes,Yes,Yes,Yes,No,No,No,"Where a high availability requirement exists for website hosting, CDNs that cache websites are used.",Not applicable as the context of the control is availability in cloud infrastructure,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Service continuity for online services,Using content delivery networks,ISM-1439,3,Mar-22,Yes,Yes,Yes,Yes,Yes,No,No,No,"If using CDNs, disclosing the IP addresses of web servers under an organisation’s control (referred to as origin servers) is avoided and access to the origin servers is restricted to the CDNs and authorised management networks.",Not applicable as the context of the control is availability in cloud infrastructure,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Service continuity for online services,Denial-of-service attack mitigation strategies,ISM-1431,5,Jun-23,Yes,Yes,Yes,Yes,Yes,No,No,No,"Denial-of-service attack mitigation strategies are discussed with cloud service providers, specifically:
• their capacity to withstand denial-of-service attacks
• costs likely to be incurred as a result of denial-of-service attacks
• availability monitoring and thresholds for notification of denial-of-service attacks
• thresholds for turning off any online services or functionality during denial-of-service attacks
• pre-approved actions that can be undertaken during denial-of-service attacks
• any arrangements with upstream service providers to block malicious network traffic as far upstream as possible.",Applicable,Applicable,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Service continuity for online services,Denial-of-service attack mitigation strategies,ISM-1436,3,Jun-23,Yes,Yes,Yes,Yes,Yes,No,No,No,Critical online services are segregated from other online services that are more likely to be targeted as part of denial-of-service attacks.,Not applicable as the context of the control is availability in cloud infrastructure,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for networking,Service continuity for online services,Denial-of-service attack mitigation strategies,ISM-1432,3,Jun-23,Yes,Yes,Yes,Yes,Yes,No,No,No,Domain names for online services are protected via registrar locking and confirming that domain registration details are correct.,Applicable,Applicable,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,Cryptographic fundamentals,Communications security doctrine,ISM-0499,12,Jun-25,No,No,No,Yes,Yes,No,No,No,Communications security doctrine and policy produced by ASD for the management and operation of HACE is complied with.,Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,Cryptographic fundamentals,Approved High Assurance Cryptographic Equipment,ISM-1802,1,Sep-23,No,No,No,Yes,Yes,No,No,No,HACE are issued an Approval for Use by ASD and operated in accordance with the latest version of their associated Australian Communications Security Instructions.,Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,Cryptographic fundamentals,Cryptographic key management processes and procedures,ISM-0507,5,Dec-22,Yes,Yes,Yes,Yes,Yes,No,No,No,"Cryptographic key management processes, and supporting cryptographic key management procedures, are developed, implemented and maintained.",Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,Cryptographic fundamentals,Encrypting data at rest,ISM-1080,5,Jun-22,Yes,Yes,Yes,Yes,Yes,No,No,No,An ASD-Approved Cryptographic Algorithm (AACA) or high assurance cryptographic algorithm is used when encrypting media.,Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,Cryptographic fundamentals,Encrypting data at rest,ISM-0459,4,Dec-21,Yes,Yes,Yes,Yes,Yes,No,No,No,"Full disk encryption, or partial encryption where access controls will only allow writing to the encrypted partition, is implemented when encrypting data at rest.",Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,Cryptographic fundamentals,Encrypting data in transit,ISM-0469,6,Jun-22,Yes,Yes,Yes,Yes,Yes,No,No,No,An ASD-Approved Cryptographic Protocol (AACP) or high assurance cryptographic protocol is used to protect data when communicated over network infrastructure.,Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,Cryptographic fundamentals,Cryptographic implementation assurance,ISM-0457,11,Sep-25,No,Yes,Yes,No,No,No,No,No,"Cryptographic equipment, applications or libraries that have completed a Common Criteria evaluation against an ASD-endorsed Protection Profile are used when encrypting media that contains OFFICIAL: Sensitive or PROTECTED data.",Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,Cryptographic fundamentals,Cryptographic implementation assurance,ISM-0460,13,Sep-23,No,No,No,Yes,Yes,No,No,No,HACE is used when encrypting media that contains SECRET or TOP SECRET data.,Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,Cryptographic fundamentals,Cryptographic implementation assurance,ISM-0465,11,Sep-25,No,Yes,Yes,No,No,No,No,No,"Cryptographic equipment, applications or libraries that have completed a Common Criteria evaluation against an ASD-endorsed Protection Profile are used to protect OFFICIAL: Sensitive or PROTECTED data when communicated over insufficiently secure networks, outside of appropriately secure areas or via public network infrastructure.",Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,Cryptographic fundamentals,Cryptographic implementation assurance,ISM-0467,12,Sep-23,No,No,No,Yes,Yes,No,No,No,"HACE is used to protect SECRET and TOP SECRET data when communicated over insufficiently secure networks, outside of appropriately secure areas or via public network infrastructure.",Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,Cryptographic fundamentals,Data recovery,ISM-0455,5,Sep-25,Yes,Yes,Yes,Yes,Yes,No,No,No,"Where practical, cryptographic equipment, applications and libraries provide a means of data recovery to allow for circumstances where the encryption key is unavailable due to loss, damage or failure.",Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,Cryptographic fundamentals,Handling encrypted IT equipment and media,ISM-0462,8,Jun-24,Yes,Yes,Yes,Yes,Yes,No,No,No,"When a user authenticates to the encryption functionality of IT equipment or media, it is treated in accordance with its original sensitivity or classification until the user deauthenticates from the encryption functionality.",Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,Cryptographic fundamentals,Transporting cryptographic equipment,ISM-0501,6,Mar-22,Yes,Yes,Yes,Yes,Yes,No,No,No,Keyed cryptographic equipment is transported based on the sensitivity or classification of its keying material.,Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,Cryptographic fundamentals,Reporting cryptographic-related cyber security incidents,ISM-0142,5,Jun-23,Yes,Yes,Yes,Yes,Yes,No,No,No,"The compromise or suspected compromise of cryptographic equipment or associated keying material is reported to the chief information security officer, or one of their delegates, as soon as possible after it occurs.",Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,Cryptographic fundamentals,Reporting cryptographic-related cyber security incidents,ISM-1091,6,Dec-21,Yes,Yes,Yes,Yes,Yes,No,No,No,Keying material is changed when compromised or suspected of being compromised.,Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Using ASD-Approved Cryptographic Algorithms,ISM-0471,9,Sep-25,Yes,Yes,Yes,Yes,Yes,No,No,No,"Only AACAs or high assurance cryptographic algorithms are used by cryptographic equipment, applications and libraries.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Asymmetric cryptographic algorithms,ISM-0994,7,Mar-24,Yes,Yes,Yes,Yes,Yes,No,No,No,ECDH is used in preference to DH.,Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Using Diffie-Hellman,ISM-0472,7,Dec-24,Yes,Yes,Yes,No,No,No,No,No,"When using DH for agreeing on encryption session keys, a modulus of at least 2048 bits is used, preferably 3072 bits.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Using Diffie-Hellman,ISM-1759,0,Mar-22,No,No,No,Yes,Yes,No,No,No,"When using DH for agreeing on encryption session keys, a modulus of at least 3072 bits is used, preferably 3072 bits.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Using Diffie-Hellman,ISM-1629,1,Dec-21,Yes,Yes,Yes,Yes,Yes,No,No,No,"When using DH for agreeing on encryption session keys, a modulus and associated parameters are selected according to NIST SP 800-56A Rev. 3.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Using Elliptic Curve Cryptography,ISM-1446,3,Mar-24,Yes,Yes,Yes,Yes,Yes,No,No,No,"When using elliptic curve cryptography, a suitable curve from NIST SP 800-186 is used.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Using Elliptic Curve Diffie-Hellman,ISM-0474,7,Dec-24,Yes,Yes,Yes,No,No,No,No,No,"When using ECDH for agreeing on encryption session keys, a base point order and key size of at least 224 bits is used, preferably the NIST P-384 curve.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Using Elliptic Curve Diffie-Hellman,ISM-1761,0,Mar-22,No,No,No,Yes,No,No,No,No,"When using ECDH for agreeing on encryption session keys, NIST P-256, P-384 or P-521 curves are used, preferably the NIST P-384 curve.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Using Elliptic Curve Diffie-Hellman,ISM-1762,0,Mar-22,No,No,No,No,Yes,No,No,No,"When using ECDH for agreeing on encryption session keys, NIST P-384 or P-521 curves are used, preferably the NIST P-384 curve.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Using the Elliptic Curve Digital Signature Algorithm,ISM-0475,7,Dec-24,Yes,Yes,Yes,No,No,No,No,No,"When using ECDSA for digital signatures, a base point order and key size of at least 224 bits is used, preferably the P-384 curve.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Using the Elliptic Curve Digital Signature Algorithm,ISM-1763,0,Mar-22,No,No,No,Yes,No,No,No,No,"When using ECDSA for digital signatures, NIST P-256, P-384 or P-521 curves are used, preferably the NIST P-384 curve.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Using the Elliptic Curve Digital Signature Algorithm,ISM-1764,0,Mar-22,No,No,No,No,Yes,No,No,No,"When using ECDSA for digital signatures, NIST P-384 or P-521 curves are used, preferably the NIST P-384 curve.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Using post-quantum cryptographic algorithms,ISM-1990,0,Dec-24,Yes,Yes,Yes,Yes,Yes,No,No,No,"When using ML-DSA and ML-KEM, as per FIPS 204 and FIPS 203 respectively, adherence to pre-requisite FIPS publications is preferred.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Using the Module-Lattice-Based Digital Signature Algorithm,ISM-1991,0,Dec-24,Yes,Yes,Yes,Yes,Yes,No,No,No,"When using ML-DSA for digital signatures, ML-DSA-65 or ML-DSA-87 is used, preferably ML-DSA-87.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Using the Module-Lattice-Based Digital Signature Algorithm,ISM-1992,0,Dec-24,Yes,Yes,Yes,Yes,Yes,No,No,No,"When using ML-DSA for digital signatures, the hedged variant is used whenever possible.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Using the Module-Lattice-Based Digital Signature Algorithm,ISM-1993,0,Dec-24,Yes,Yes,Yes,Yes,Yes,No,No,No,Pre-hashed variants of ML-DSA-65 and ML-DSA-87 are only used when the performance of default variants is unacceptable.,Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Using the Module-Lattice-Based Digital Signature Algorithm,ISM-1994,0,Dec-24,Yes,Yes,Yes,Yes,Yes,No,No,No,"When the pre-hashed variants of ML-DSA-65 and ML-DSA-87 are used, at least SHA-384 and SHA-512 respectively are used for pre-hashing.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Using the Module-Lattice-Based Key Encapsulation Mechanism,ISM-1995,0,Dec-24,Yes,Yes,Yes,Yes,Yes,No,No,No,"When using ML-KEM for encapsulating encryption session keys (and similar keys), ML-KEM-768 or ML-KEM-1024 is used, preferably ML-KEM-1024.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Using Rivest-Shamir-Adleman,ISM-0476,8,Dec-24,Yes,Yes,Yes,No,No,No,No,No,"When using RSA for digital signatures, and transporting encryption session keys (and similar keys), a modulus of at least 2048 bits is used, preferably 3072 bits.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for cryptography,ASD-Approved Cryptographic Algorithms,Using Rivest-Shamir-Adleman,ISM-1765,1,Dec-24,No,No,No,Yes,Yes,No,No,No,"When using RSA for digital signatures, and transporting encryption session keys (and similar keys), a modulus of at least 3072 bits is used, preferably 3072 bits.",Applicable to administrative traffic,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
